# Phase D SCReLU-512 integer-inference frozen set
# seed=20260725
# champion_sha256=50e9eb4c1a7c6507d3b77562adde859e3eeb1c7d2efe4e838faabfc292e64184
# positions=10000 white_stm=5000 black_stm=5000
# format: category<TAB>FEN
natural_v2	rn1qk2r/1p4bp/p2pbnp1/5p2/3Pp2P/2N5/PBP1PPP1/R2QKBNR b KQkq d3 0 12
natural_v2	rn1qk2r/1p4bp/p2pbnp1/8/3Ppp1P/2N5/PBP1PPP1/R2QKBNR w KQkq - 0 13
natural_v2	rn1qk2r/1p4bp/p2pbnp1/8/3Ppp1P/2N5/PBP1PPP1/R1Q1KBNR b KQkq - 1 13
natural_v2	rn1qk2r/1p5p/p2pbnpb/8/3Ppp1P/2N5/PBP1PPP1/R1Q1KBNR w KQkq - 2 14
natural_v2	rn1qk2r/1p5p/p2pbnpb/3P4/4pp1P/2N5/PBP1PPP1/R1Q1KBNR b KQkq - 0 14
natural_v2	rn1qk2r/1p5p/p2p1npb/3P1b2/4pp1P/2N5/PBP1PPP1/R1Q1KBNR w KQkq - 1 15
natural_v2	rn1qk2r/1p5p/p2p1npb/3P1b2/4pp1P/2N5/PBPQPPP1/R3KBNR b KQkq - 2 15
natural_v2	rn1qkr2/1p5p/p2p1npb/3P1b2/4pp1P/2N5/PBPQPPP1/R3KBNR w KQq - 3 16
natural_v2	rn1qkr2/1p5p/p2p1npb/3P1b2/4pp1P/2N5/PBPQPPP1/3RKBNR b Kq - 4 16
natural_v2	rn1qkr2/1p5p/p2p1npb/3P1b2/5p1P/2N1p3/PBPQPPP1/3RKBNR w Kq - 0 17
natural_v2	rn1qkr2/1p5p/p2p1npb/3P1b2/5p1P/2N5/PBP1PQP1/3RKBNR b Kq - 0 18
natural_v2	rn1qkr2/1p5p/p2p2pb/3P1b2/5pnP/2N5/PBP1PQP1/3RKBNR w Kq - 1 19
natural_v2	rn1qkr2/1p5p/p2p2pb/3P1b2/5p1P/2N5/PBP1PNP1/3RKB1R b Kq - 0 20
natural_v2	rn1qkr2/1p4bp/p2p2p1/3P1b2/5p1P/2N5/PBP1PNP1/3RKB1R w Kq - 1 21
natural_v2	rn1qkr2/1p4bp/p2p2p1/3P1b2/5p1P/2N5/PBP1PNP1/2R1KB1R b Kq - 2 21
natural_v2	rn2kr2/1p4bp/p2p2p1/q2P1b2/5p1P/2N5/PBP1PNP1/2R1KB1R w Kq - 3 22
natural_v2	rn2kr2/1p4bp/p2p2p1/q2P1b2/5p1P/2N5/PBP1P1P1/2RNKB1R b Kq - 4 22
natural_v2	rn2kr2/1p4bp/p2p2p1/q2P4/4bp1P/2N5/PBP1P1P1/2RNKB1R w Kq - 5 23
natural_v2	rn2kr2/1p4bp/p2p2p1/q2P4/P3bp1P/2N5/1BP1P1P1/2RNKB1R b Kq - 0 23
natural_v2	rn2kr2/1p5p/p2p2p1/q2Pb3/P3bp1P/2N5/1BP1P1P1/2RNKB1R w Kq - 1 24
natural_v2	r2qkbnr/pbpp1ppp/2n1p3/1p6/5P2/3P1NP1/PPP1P2P/RNBQKB1R b KQkq - 1 5
natural_v2	r2qkbnr/pbpp1ppp/4p3/1p6/3n1P2/3P1NP1/PPP1P2P/RNBQKB1R w KQkq - 2 6
natural_v2	r2qkbnr/pbpp1ppp/4p3/1p6/3n1P2/3PBNP1/PPP1P2P/RN1QKB1R b KQkq - 3 6
natural_v2	2rqkbnr/pbpp1ppp/4p3/1p6/3B1P2/3P1NP1/PPP1P2P/RN1QKB1R b KQk - 0 7
natural_v2	2rqkb1r/pbpp1ppp/4pn2/1p6/3B1P2/3P1NP1/PPP1P2P/RN1QKB1R w KQk - 1 8
natural_v2	2rqkb1r/pbpp1ppp/4pn2/1p6/3BPP2/3P1NP1/PPP4P/RN1QKB1R b KQk - 0 8
natural_v2	2rqkb1r/pb1p1ppp/4pn2/1pp5/3BPP2/3P1NP1/PPP4P/RN1QKB1R w KQk - 0 9
natural_v2	2rqkb1r/pb1p1ppp/4pn2/1pp5/4PP2/2BP1NP1/PPP4P/RN1QKB1R b KQk - 1 9
natural_v2	2rqkb1r/pb3ppp/4pn2/1ppp4/4PP2/2BP1NP1/PPP4P/RN1QKB1R w KQk - 0 10
natural_v2	2rqkb1r/pb3ppp/4pn2/1pppP3/5P2/2BP1NP1/PPP4P/RN1QKB1R b KQk - 0 10
natural_v2	2rqkb1r/pb3ppp/4p3/1pppP3/5Pn1/2BP1NP1/PPP4P/RN1QKB1R w KQk - 1 11
natural_v2	2rqkb1r/pb3ppp/4p3/1pppP3/3P1Pn1/2B2NP1/PPP4P/RN1QKB1R b KQk - 0 11
natural_v2	2rqkb1r/pb3ppp/4p3/1p1pP3/2pP1Pn1/2B2NP1/PPP4P/RN1QKB1R w KQk - 0 12
natural_v2	2rqkb1r/pb3ppp/4p3/1p1pP3/2pP1Pn1/5NP1/PPPB3P/RN1QKB1R b KQk - 1 12
natural_v2	2rqkb1r/pb3pp1/4p2p/1p1pP3/2pP1Pn1/5NP1/PPPB3P/RN1QKB1R w KQk - 0 13
natural_v2	2rqkb1r/pb3pp1/4p2p/1p1pP3/2pP1Pn1/5NPP/PPPB4/RN1QKB1R b KQk - 0 13
natural_v2	2rqkb1r/pb3pp1/4p2p/1p1pP3/2pP1P2/5NPP/PPPB1K2/RN1Q1B1R b k - 0 14
natural_v2	2rqkb1r/1b3pp1/p3p2p/1p1pP3/2pP1P2/5NPP/PPPB1K2/RN1Q1B1R w k - 0 15
natural_v2	2rqkb1r/1b3pp1/p3p2p/1p1pP3/2pP1P2/5NPP/PPPB1KB1/RN1Q3R b k - 1 15
natural_v2	2rqkb1r/1b3pp1/p3p2p/3pP3/1ppP1P2/5NPP/PPPB1KB1/RN1Q3R w k - 0 16
natural_v2	2rqkb1r/1b3pp1/p3p2p/3pP3/1ppP1P2/5NPP/PPPB2B1/RN1Q2KR b k - 1 16
natural_v2	2rqk2r/1b2bpp1/p3p2p/3pP3/1ppP1P2/5NPP/PPPB2B1/RN1Q2KR w k - 2 17
natural_v2	2rqk2r/1b2bpp1/p3p2p/3pP3/2pP1P2/N4NPP/1PPB2B1/R2Q2KR b k - 0 18
natural_v2	2r1k2r/1b2bpp1/pq2p2p/3pP3/2pP1P2/N4NPP/1PPB2B1/R2Q2KR w k - 1 19
natural_v2	2r1k2r/1b2bpp1/pq2p2p/3pP3/2pP1P2/N1P2NPP/1P1B2B1/R2Q2KR b k - 0 19
natural_v2	3rk2r/1b2bpp1/pq2p2p/3pP3/2pP1P2/N1P2NPP/1P1B2B1/R2Q2KR w k - 1 20
natural_v2	3rk2r/1b2bpp1/pq2p2p/3pP3/2pP1P2/2P2NPP/1PNB2B1/R2Q2KR b k - 2 20
natural_v2	3rk2r/1b2bp2/pq2p1pp/3pP3/2pP1P2/2P2NPP/1PNB2B1/R2Q2KR w k - 0 21
natural_v2	3rk2r/1b2bp2/pq2p1pp/3pP3/2pP1P2/2P1NNPP/1P1B2B1/R2Q2KR b k - 1 21
natural_v2	3rk2r/1b2bp2/p3p1pp/3pP3/2pP1P2/1qP1NNPP/1P1B2B1/R2Q2KR w k - 2 22
natural_v2	3rk2r/1b2bp2/p3p1pp/3pP3/2pP1PN1/1qP2NPP/1P1B2B1/R2Q2KR b k - 3 22
natural_v2	1r2k2r/1b2bp2/p3p1pp/3pP3/2pP1PN1/1qP2NPP/1P1B2B1/R2Q2KR w k - 4 23
natural_v2	1r2k2r/1b2bp2/p3p1pp/3pP3/2pP1PN1/1qP2NPP/1P1B2B1/R1Q3KR b k - 5 23
natural_v2	1r2k2r/1b2bp2/pq2p1pp/3pP3/2pP1PN1/2P2NPP/1P1B2B1/R1Q3KR w k - 6 24
natural_v2	1r2k2r/1b2bp2/pq2p1pp/3pP3/2pP1PN1/2P2NPP/1PQB2B1/R5KR b k - 7 24
natural_v2	r1bqkbnr/pppp1ppp/2n5/4P3/8/5P2/PPP1P1PP/RNBQKBNR w KQkq - 1 4
natural_v2	r1bqkbnr/pppp1ppp/2n5/4P3/5P2/8/PPP1P1PP/RNBQKBNR b KQkq - 0 4
natural_v2	r1bqkbnr/ppp2ppp/2n5/3pP3/5P2/8/PPP1P1PP/RNBQKBNR w KQkq d6 0 5
natural_v2	r1bqkbnr/ppp2ppp/2n5/3pP3/5P2/2P5/PP2P1PP/RNBQKBNR b KQkq - 0 5
natural_v2	r2qkbnr/ppp2ppp/2n5/3pPb2/5P2/2P5/PP2P1PP/RNBQKBNR w KQkq - 1 6
natural_v2	r2qkbnr/ppp2ppp/2n5/3pPb2/5P2/2P1B3/PP2P1PP/RN1QKBNR b KQkq - 2 6
natural_v2	r2qkb1r/ppp1nppp/2n5/3pPb2/5P2/2P1B3/PP2P1PP/RN1QKBNR w KQkq - 3 7
natural_v2	r2qkb1r/ppp1nppp/2n5/3pPb2/5P2/2P1BN2/PP2P1PP/RN1QKB1R b KQkq - 4 7
natural_v2	r2qkb1r/ppp1nppp/2n5/3pP3/4bP2/2P1BN2/PP2P1PP/RN1QKB1R w KQkq - 5 8
natural_v2	r2qkb1r/ppp1nppp/2n5/3pP3/4bP2/2P2N2/PP2PBPP/RN1QKB1R b KQkq - 6 8
natural_v2	r2qkb1r/ppp2ppp/2n5/3pPn2/4bP2/2P2N2/PP2PBPP/RN1QKB1R w KQkq - 7 9
natural_v2	r2qkb1r/ppp2ppp/2n5/3pPnN1/4bP2/2P5/PP2PBPP/RN1QKB1R b KQkq - 8 9
natural_v2	r2q3r/ppp1bkpp/2n5/3pPn2/4bP2/2P5/PP2PBPP/RN1QKB1R w KQ - 0 11
natural_v2	r2q3r/ppp1bkpp/2n5/3pPn2/4bP2/2P5/PP1NPBPP/R2QKB1R b KQ - 1 11
natural_v2	r2qr3/ppp1bkpp/2n5/4Pn2/4pP2/2P5/PP2PBPP/R2QKB1R w KQ - 0 13
natural_v2	r2qrk2/ppp1b1pp/2n5/4Pn2/4pP2/1QP5/PP2PBPP/R3KB1R w KQ - 2 14
natural_v2	r2qrk2/ppp1b1pp/2n5/4Pn2/4pP2/2P5/PPQ1PBPP/R3KB1R b KQ - 3 14
natural_v2	r2qrk2/ppp3pp/2n5/4Pn2/4pP1b/2P5/PPQ1PBPP/R3KB1R w KQ - 4 15
natural_v2	r2qrk2/ppp3pp/2n5/4Pn2/4pP1b/2P3P1/PPQ1PB1P/R3KB1R b KQ - 0 15
natural_v2	r3rk2/ppp3pp/2n5/3qPn2/4pP1b/2P3P1/PPQ1PB1P/R3KB1R w KQ - 1 16
natural_v2	r3rk2/ppp3pp/2n5/3qPn2/4pP1b/2P3P1/PPQ1PB1P/3RKB1R b K - 2 16
natural_v2	r3rk2/ppp2qpp/2n5/4Pn2/4pP1P/2P5/PPQ1PB1P/3RKB1R b K - 0 17
natural_v2	r3rk2/ppp2qpp/2n5/4Pn2/5P1P/2P1p3/PPQ1PB1P/3RKB1R w K - 0 18
natural_v2	r3rk2/ppp2qpp/2n5/4Pn2/5P1P/2P1p3/PPQ1P2P/3RKBBR b K - 1 18
natural_v2	3rrk2/ppp2qpp/2n5/4Pn2/5P1P/2P1p3/PPQ1P2P/3RKBBR w K - 2 19
natural_v2	3rrk2/ppp2qpp/2n5/4P3/5P1n/2P5/PPQpP2P/3K1BBR w - - 0 21
natural_v2	3rrk2/ppp2qpp/2n5/4P3/5P1n/2P1B3/PPQpP2P/3K1B1R b - - 1 21
natural_v2	3rrk2/ppp2qpp/2n3n1/4P3/5P2/2P1B3/PPQpP2P/3K1B1R w - - 2 22
natural_v2	3rrk2/ppp3pp/2n5/4P3/5q2/2P5/PPQpP1BP/3K3R w - - 0 24
natural_v2	3rrk2/ppp3pp/2n5/4P3/8/2P5/PPQpP2P/3K1B2 b - - 0 25
natural_v2	3rrk2/ppp4p/2n3p1/4P3/8/2P5/PPQpP2P/3K1B2 w - - 0 26
natural_v2	3rrk2/pQp4p/6p1/4n3/8/2P5/PP1pP2P/3K1B2 b - - 0 27
natural_v2	1r2rk2/Q1p4p/6p1/4n3/8/2P5/PP1pP2P/3K1B2 b - - 0 28
natural_v2	4r1k1/Q1p4p/6p1/4n3/8/2P5/Pr2P2P/2K2B2 b - - 1 30
natural_v2	1r4k1/2Q4p/6p1/4n3/8/2P5/Pr2P2P/2K2B2 b - - 0 31
natural_v2	1r4k1/2Q4p/6p1/4n3/8/2P5/P2KP2P/1r3B2 b - - 2 32
natural_v2	6k1/2Q4p/6p1/4n3/8/2P1K3/Pr2P2P/1r3B2 b - - 4 33
natural_v2	6k1/2Q4p/6p1/8/5Kn1/2P5/Pr2P2P/1r3B2 b - - 6 34
natural_v2	6k1/2Q5/6p1/7p/5Kn1/2P5/Pr2P2P/1r3B2 w - - 0 35
natural_v2	rn2kbnr/ppp1p1pp/4bp2/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 5
natural_v2	rn2kbnr/ppp1p1pp/4bp2/3q4/8/8/PPPPNPPP/RNBQKB1R b KQkq - 1 5
natural_v2	rn1qkbnr/ppp1p1pp/4bp2/8/8/8/PPPPNPPP/RNBQKB1R w KQkq - 2 6
natural_v2	rn1qkbnr/ppp1p1pp/4bp2/8/3P4/8/PPP1NPPP/RNBQKB1R b KQkq - 0 6
natural_v2	r2qkbnr/ppp1p1pp/2n1bp2/8/3P4/8/PPP1NPPP/RNBQKB1R w KQkq - 1 7
natural_v2	r2qkbnr/ppp1p1pp/2n1bp2/8/3P4/2N5/PPP1NPPP/R1BQKB1R b KQkq - 2 7
natural_v2	r2qkbnr/ppp1p1pp/4bp2/8/1n1P4/2N5/PPP1NPPP/R1BQKB1R w KQkq - 3 8
natural_v2	r2qkbnr/ppp1p1pp/4bp2/8/1n1P4/2N3N1/PPP2PPP/R1BQKB1R b KQkq - 4 8
natural_v2	r2qkb1r/ppp1p1pp/4bp1n/8/1n1P4/2N3N1/PPP2PPP/R1BQKB1R w KQkq - 5 9
natural_v2	r2qkb1r/ppp1p1pp/4bp1n/8/1n1P4/2N3N1/PPP1QPPP/R1B1KB1R b KQkq - 6 9
natural_v2	r2qkb1r/pp2p1pp/2p1bp1n/8/1n1P4/2N3N1/PPP1QPPP/R1B1KB1R w KQkq - 0 10
natural_v2	r2qkb1r/pp2p1pp/2p1bp1n/8/1n1P4/P1N3N1/1PP1QPPP/R1B1KB1R b KQkq - 0 10
natural_v2	r2qkb1r/pp2p1pp/2p2p1n/8/1nbP4/P1N3N1/1PP1QPPP/R1B1KB1R w KQkq - 1 11
natural_v2	r2qkb1r/pp2p1pp/2p2p1n/8/1n1P4/P1N3N1/1PP2PPP/R1BQKR2 b Qkq - 0 12
natural_v2	r2qkb1r/pp2p1pp/2p2p1B/8/3P4/P1P3N1/2P2PPP/R2QKR2 b Qkq - 0 14
natural_v2	r3kb1r/pp2p1pp/2p2p1B/3q4/3P4/P1P3N1/2P2PPP/R2QKR2 w Qkq - 1 15
natural_v2	r3kb1r/pp2p1pp/2p2p2/8/3P1B2/P1P3N1/2P2PqP/R2QKR2 w Qkq - 0 16
natural_v2	r3kb1r/pp2p1pp/2p2p2/8/3P1B1P/P1P3N1/2P2Pq1/R2QKR2 b Qkq - 0 16
natural_v2	3rkb1r/pp2p1pp/2p2p2/8/3P1B1P/P1P3N1/2P2Pq1/R2QKR2 w Qk - 1 17
natural_v2	3rkb1r/pp2p1pp/2p2p2/8/3P1BQP/P1P3N1/2P2Pq1/R3KR2 b Qk - 2 17
natural_v2	3rkb1r/1p2p1pp/p1p2p2/8/3P1BQP/P1P3N1/2P2Pq1/R3KR2 w Qk - 0 18
natural_v2	3rkb1r/1p2p1pp/p1p2p2/7P/3P1BQ1/P1P3N1/2P2Pq1/R3KR2 b Qk - 0 18
natural_v2	3rkb1r/1p2p1pp/2p2p2/p6P/3P1BQ1/P1P3N1/2P2Pq1/R3KR2 w Qk - 0 19
natural_v2	3rkb1r/1pB1p1pp/2p2p2/p6P/3P2Q1/P1P3N1/2P2Pq1/R3KR2 b Qk - 1 19
natural_v2	4kb1r/1p2p1pp/2p2p2/r6P/3P2Q1/P1P3N1/2P2Pq1/R3KR2 w Qk - 0 21
natural_v2	5b1r/1Q2pkpp/2p2p2/r6P/3P4/P1P3N1/2P2Pq1/R3KR2 b Q - 0 22
natural_v2	5b1r/1Q2pkpp/2p2p2/1r5P/3P4/P1P3N1/2P2Pq1/R3KR2 w Q - 1 23
natural_v2	2Q2b1r/4pkpp/2p2p2/1r5P/3P4/P1P3N1/2P2Pq1/R3KR2 b Q - 2 23
natural_v2	2Q2b1r/4pkpp/2p2p2/7P/3P4/P1P3N1/1rP2Pq1/R3KR2 w Q - 3 24
natural_v2	2Q2b1r/4pkpp/2p2p2/7P/2PP4/P5N1/2r2Pq1/R3KR2 w Q - 0 25
natural_v2	5b1r/4pkpp/2p2p2/5Q1P/2rP4/P5N1/5Pq1/R3KR2 w Q - 0 26
natural_v2	5b1r/4pkpp/2p2p2/7P/2rP4/P2Q2N1/5Pq1/R3KR2 b Q - 1 26
natural_v2	5b1r/4pkpp/2p2p2/3q3P/2rP4/P2Q2N1/5P2/R3KR2 w Q - 2 27
natural_v2	5b1r/4pkpp/2p2p2/3q3P/2rPQ3/P5N1/5P2/R3KR2 b Q - 3 27
natural_v2	5b1r/4pkpp/2p2p2/q6P/2rPQ3/P5N1/4KP2/R4R2 b - - 5 28
natural_v2	5b1r/5kpp/2p2p2/q3p2P/2rPQ3/P5N1/4KP2/R4R2 w - - 0 29
natural_v2	5b1r/5kpp/2p2p2/q6P/3Q4/P5N1/4KP2/R7 b - - 0 31
natural_v2	5b1r/5k1p/2p2pp1/q6P/3Q4/P5N1/4KP2/R7 w - - 0 32
natural_v2	7r/5k1p/2p2pp1/q6P/3Q4/b5N1/4KP2/1R6 w - - 0 33
natural_v2	7r/5k1p/5pp1/3p3P/8/b5N1/4KP2/1R6 w - - 0 35
natural_v2	7r/1R5p/4kpp1/3p3P/8/b5N1/4KP2/8 w - - 2 36
natural_v2	7r/1R5p/4kppP/3p4/8/b5N1/4KP2/8 b - - 0 36
natural_v2	4r3/7R/4kppP/3p4/8/b5N1/4KP2/8 b - - 0 37
natural_v2	4r3/7R/3k1ppP/3p4/8/b5N1/5P2/5K2 b - - 2 38
natural_v2	4r3/7R/3k1ppP/3p4/8/6N1/5P2/2b2K2 w - - 3 39
natural_v2	4r3/7R/3k1ppP/3p4/8/8/4NP2/2b2K2 b - - 4 39
natural_v2	4r3/7R/3k1ppP/3p4/8/8/3bNP2/5K2 w - - 5 40
natural_v2	4r3/7R/3k1ppP/3p4/3N4/8/3b1P2/5K2 b - - 6 40
natural_v2	4r3/7R/3k1ppP/3p4/3N1b2/8/5P2/5K2 w - - 7 41
natural_v2	4r3/7R/3k1ppP/3p4/3N1b2/8/5PK1/8 b - - 8 41
natural_v2	4r3/7R/5ppP/2kp4/3N1b2/8/5PK1/8 w - - 9 42
natural_v2	4r3/7R/5ppP/3p4/2k2b2/1N6/5PK1/8 w - - 11 43
natural_v2	4r3/7R/5ppP/N2p4/5b2/2k5/5PK1/8 w - - 13 44
natural_v2	4r3/7R/2N2ppP/3p4/5b2/2k5/5PK1/8 b - - 14 44
natural_v2	4r3/7R/2N2ppP/3p4/2k2b2/8/5PK1/8 w - - 15 45
natural_v2	4r3/4N2R/5ppP/3p4/2k2b2/8/5PK1/8 b - - 16 45
natural_v2	4r3/4N2R/5p1P/3p2p1/2k2b2/8/5PK1/8 w - - 0 46
natural_v2	4r3/7R/5p1P/3p1Np1/2k2b2/8/5PK1/8 b - - 1 46
natural_v2	4r3/7R/5p1P/5Np1/2kp1b2/8/5PK1/8 w - - 0 47
natural_v2	4r3/R7/5p1P/5Np1/2kp1b2/8/5PK1/8 b - - 1 47
natural_v2	4r3/R7/5p1P/5Np1/2k2b2/3p4/5PK1/8 w - - 0 48
natural_v2	4r3/R6P/5p2/5Np1/2k2b2/3p4/5PK1/8 b - - 0 48
natural_v2	4r3/R6P/5p2/5Np1/2k2b2/8/3p1PK1/8 w - - 0 49
natural_v2	4r3/7P/5p2/5Np1/2k2b2/8/3p1PK1/R7 b - - 1 49
natural_v2	4r3/7P/5p2/5Np1/5b2/1k6/3p1PK1/R7 w - - 2 50
natural_v2	4r3/7P/R4p2/5Np1/5b2/1k6/3p1PK1/8 b - - 3 50
natural_v2	4r3/7P/R4p2/5Np1/5b2/1k6/5PK1/3q4 w - - 0 51
natural_v2	4r3/7P/1R3p2/5Np1/2k2b2/8/5PK1/3q4 w - - 2 52
natural_v2	4r3/7P/1R3p2/6p1/2k5/4P3/6K1/3q4 b - - 0 53
natural_v2	rnbqkbnr/p1p1pppp/1p6/1N6/2Pp4/7N/PP1PPPPP/R1BQKB1R b KQkq - 1 4
natural_v2	rnbqkbnr/p1p2ppp/1p6/1N2p3/2Pp4/7N/PP1PPPPP/R1BQKB1R w KQkq - 0 5
natural_v2	rnbqkbnr/p1p2ppp/1p6/1N2p1N1/2Pp4/8/PP1PPPPP/R1BQKB1R b KQkq - 1 5
natural_v2	r1bqkbnr/p1p2ppp/1pn5/1N2p1N1/2Pp4/8/PP1PPPPP/R1BQKB1R w KQkq - 2 6
natural_v2	r1bqkbnr/p1p2ppp/1pn5/1N2p1N1/2PpP3/8/PP1P1PPP/R1BQKB1R b KQkq e3 0 6
natural_v2	r1bq1bnr/2p2kpp/ppn5/1N2p3/2PpP3/8/PP1P1PPP/R1BQKB1R w KQ - 0 8
natural_v2	r1bq1bnr/2p2kpp/ppn5/4p3/2PpP3/N7/PP1P1PPP/R1BQKB1R b KQ - 1 8
natural_v2	r1bq1b1r/2p2kpp/ppn2n2/4p3/2PpP3/N7/PP1P1PPP/R1BQKB1R w KQ - 2 9
natural_v2	r1bq1b1r/2p2kpp/ppn5/4p3/2Ppn3/8/PP1P1PPP/RNBQKB1R w KQ - 0 10
natural_v2	r1b2b1r/2p2kpp/ppn2q2/4p3/2Ppn3/5Q2/PP1P1PPP/RNB1KB1R w KQ - 2 11
natural_v2	r1b2b1r/2p2kpp/ppn5/4p3/2Pp4/8/PP1P1KPP/RNB2B1R b - - 0 13
natural_v2	r1b2b1r/2p2kpp/ppn5/8/2Ppp3/8/PP1P1KPP/RNB2B1R w - - 0 14
natural_v2	r1b2b1r/2p2kpp/ppn5/8/2Ppp3/7P/PP1P1KP1/RNB2B1R b - - 0 14
natural_v2	r4b1r/2p2kpp/ppn1b3/8/2Ppp3/7P/PP1P1KP1/RNB2B1R w - - 1 15
natural_v2	r4b1r/2p2kpp/ppn1b3/8/2Ppp3/7P/PP1P2P1/RNB2BKR b - - 2 15
natural_v2	4rb1r/2p2kpp/ppn1b3/8/2Ppp3/7P/PP1P2P1/RNB2BKR w - - 3 16
natural_v2	4rb1r/2p2kpp/ppn1b3/8/2Ppp3/3P3P/PP4P1/RNB2BKR b - - 0 16
natural_v2	4rb1r/2p2kpp/pp2b3/8/1nPpp3/3P3P/PP4P1/RNB2BKR w - - 1 17
natural_v2	4rb1r/2p2kpp/pp2b3/8/1nPp4/3p3P/PP1N2P1/R1B2BKR w - - 0 18
natural_v2	4rb1r/2p2kpp/pp6/8/1nbp4/3p1N1P/PP4P1/R1B2BKR w - - 0 19
natural_v2	4rb1r/2p2kpp/pp6/8/1nbp4/1P1p1N1P/P5P1/R1B2BKR b - - 0 19
natural_v2	4rb1r/2p2kpp/pp6/3b4/1n1N4/1P1p3P/P5P1/R1B2BKR b - - 0 20
natural_v2	4r2r/2p2kpp/pp6/2bb4/1n1N4/1P1p3P/P5P1/R1B2BKR w - - 1 21
natural_v2	4r2r/2p2kpp/pp6/2bb4/1n1N4/1P1p3P/PB4P1/R4BKR b - - 2 21
natural_v2	4r2r/2p2kpp/pp6/2bb4/3N4/1P1p3P/PBn3P1/R4BKR w - - 3 22
natural_v2	4r2r/2p2kpp/pp6/3b4/1P1n4/3B3P/P5P1/R5KR b - - 0 24
natural_v2	4r2r/2p2kpp/pp6/3b4/1P6/3B3P/P3n1PK/R6R b - - 2 25
natural_v2	4rr2/2p2kpp/pp6/3b4/1P6/3B3P/P3n1PK/R6R w - - 3 26
natural_v2	4r3/2p1k1pp/pp6/3b4/1P6/7P/P3B1PK/5R2 b - - 0 28
natural_v2	4r3/2p1k1pp/8/p2b4/8/7P/P3B1PK/5R2 w - - 0 30
natural_v2	4r3/2p1k1pp/8/pB1b4/8/7P/P5PK/5R2 b - - 1 30
natural_v2	1r6/2p1k1pp/8/pB1b4/8/7P/P5PK/5R2 w - - 2 31
natural_v2	1r6/2p3pp/3k4/pB1b4/8/7P/P5PK/4R3 w - - 4 32
natural_v2	1r6/2p3pp/3k4/pB1b4/P7/7P/6PK/4R3 b - - 0 32
natural_v2	1r6/6pp/2pk4/pB1b4/P7/7P/6PK/4R3 w - - 0 33
natural_v2	1r6/6pp/2pk4/p2b4/P7/7P/4B1PK/4R3 b - - 1 33
natural_v2	8/6pp/2pk4/p2b4/P7/1r5P/4B1PK/4R3 w - - 2 34
natural_v2	8/6pp/2pk4/p2b4/P7/1r5P/6PK/3BR3 b - - 3 34
natural_v2	8/6pp/2pk4/p2b4/P7/7P/1r4PK/3BR3 w - - 4 35
natural_v2	8/6pp/2pk4/p2b4/P7/7P/1r2B1PK/4R3 b - - 5 35
natural_v2	8/6pp/2pk4/p7/P7/1b5P/1r2B1PK/4R3 w - - 6 36
natural_v2	8/6pB/2pk4/p7/b7/7P/1r4PK/4R3 b - - 0 37
natural_v2	8/6pB/2pk4/p7/b7/7P/5rPK/4R3 w - - 1 38
natural_v2	8/6pB/2pk4/p7/b7/6KP/5rP1/4R3 b - - 2 38
natural_v2	8/6pB/2pk4/p7/b7/6KP/3r2P1/4R3 w - - 3 39
natural_v2	4R3/6pB/2pk4/p7/b7/6KP/3r2P1/8 b - - 4 39
